Date,Temperature,Humidity,Wind_Speed,Atmospheric_Pressure
1981-01-01,22.569637545835338,67.29629208563738,11.167011434653164,1013.3227480997072
1981-01-02,19.480786552257804,68.27667208193475,6.469975848569988,1014.0770942977225
1981-01-03,23.49654102661973,69.13833806030974,0.7548209898275147,1003.556531008375
1981-01-04,27.959161416051728,62.332011861145745,14.239126599115743,1002.7767910401365
1981-01-05,19.259057120070555,82.59865730311654,3.763153093535389,1011.4427085175686
1981-01-06,19.344823702491272,60.8506402552462,8.268582478893496,1019.7040949461433
1981-01-07,28.49710430203372,74.38367372309237,18.731065367472624,1014.4198553619691
1981-01-08,24.523567506330867,75.50926670395638,13.466753061583427,1008.938325997072
1981-01-09,18.424172173646646,62.056869194553144,12.412253734667546,1005.7284936292875
1981-01-10,23.569265938837212,72.44397398562221,15.235491648144977,1003.9193922023662
1981-01-11,18.62404508515391,62.785945370985424,15.099929224057371,1013.5853717930721
1981-01-12,18.696873731491813,85.96146974924565,18.52004565937671,1014.6138705934552
1981-01-13,22.319418922850996,60.831385760279524,7.654867786668152,1006.8442030240396
1981-01-14,11.626962606740761,65.84775671773986,8.832597530864025,1008.7663591114485
1981-01-15,12.652177313015772,60.31128286760607,6.154136740040125,1010.2347816905735
1981-01-16,18.54835314146566,59.14259430666553,,1019.0642322943074
1981-01-17,16.378256562730925,88.79697723762902,10.204283652790856,1010.3257657927155
1981-01-18,23.095842786257812,78.47695898568851,2.1400024872909977,1005.0952407253898
1981-01-19,17.066227930855767,74.61563087392909,7.6943051996043605,1004.2167884801718
1981-01-20,14.62609599129411,66.80945936247191,,1005.4438786339849
1981-01-21,29.09662445548963,82.6128793322314,12.282071340964542,1016.3201100464878
1981-01-22,20.71974121202069,65.45502103523219,14.686166719105584,1012.5657019953948
1981-01-23,22.265958054657656,81.7930270057371,10.554266879477414,1008.2725317333081
1981-01-24,14.88369901496258,65.28976712600337,1.7689963466287113,
1981-01-25,19.364054390435673,,10.608401198689254,1005.7368393083757
1981-01-26,22.718490911301487,81.91057978668351,16.506809565256187,1011.7198471355413
1981-01-27,16.48617882159054,83.12056685896178,5.416269069001685,1011.7608380725165
1981-01-28,24.196241446242613,80.61023204799612,15.125845446426737,1011.7172953675231
1981-01-29,19.390475750984915,64.29059724358994,,1003.2634760541948
1981-01-30,21.010409001833505,70.47048684437148,11.582282841641586,1010.8850069527928
1981-01-31,19.534821658113536,,14.24860508228946,1005.12044753472
1981-02-01,31.87846895937244,,10.00968420074969,1010.0094551375109
1981-02-02,,89.08967931667593,23.976373216881647,1006.1611285851951
1981-02-03,17.473621921058594,51.504883692170736,9.191353754059847,1015.3521596833306
1981-02-04,,67.87962240921965,8.808024080482342,1011.6872348199546
1981-02-05,,70.71233770583969,12.764861029636425,1009.283836580516
1981-02-06,24.017951409827592,47.507830221889954,8.009314381696246,1016.9018883147871
1981-02-07,13.244033731176753,62.12247739878936,4.61874264126882,1008.1375374369075
1981-02-08,16.469303497712183,82.47336260982935,6.377791370711519,1002.9246350064311
1981-02-09,,76.65715937443142,15.696230700410009,1015.2793676779884
1981-02-10,26.93548070515196,92.21765583077884,10.42119088872817,1011.2610492934091
1981-02-11,24.16501449716124,92.06861064127098,20.495008607236468,1008.4066140932339
1981-02-12,22.793976682223523,81.07489997436893,9.81714963113616,1006.7812735828234
1981-02-13,21.92974535817189,80.00291016224378,15.613710075332492,1012.5539177158709
1981-02-14,16.1046816834211,77.65389435630547,14.652584878464292,1014.0681752216875
1981-02-15,19.95906206943533,50.565746044022845,9.854215830945218,1006.1664254060706
1981-02-16,21.315026336680624,63.29084524969837,7.77688746905819,1012.8267010184583
1981-02-17,28.962696245914504,78.36092526062919,3.547232574262217,1011.2530305058418
1981-02-18,25.452951886325085,83.62997796444226,15.00652016149013,1005.8529027798693
1981-02-19,14.976328265579141,80.47975620616702,18.266216088186415,1010.0192921501587
